Age,Best overall,Overall rating,Potential,foot,Value,Wage,Height_cm,Weight_kg,Acceleration,Sprint speed,Agility,Reactions,Balance,Stamina,Strength,Jumping,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Interceptions,Aggression,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total mentality,Att. Position,Vision,Penalties,Composure,Total power,Shot power,Long shots,Total stats,International reputation,On Loan,Team_encoded,Best position_CAM,Best position_CB,Best position_CDM,Best position_CF,Best position_CM,Best position_GK,Best position_LB,Best position_LM,Best position_LW,Best position_LWB,Best position_RB,Best position_RM,Best position_RW,Best position_RWB,Best position_ST,Years left,Forward Score,Midfielder Score,Defender Score,Goalkeeper Score,Position Category_Defender,Position Category_Forward,Position Category_Goalkeeper,Position Category_Midfielder
20,75,72,83,1,15.38412668421143,9.546884034617923,184,76,64,67,68.0,69,70.0,80,74,73.0,0.5113924050632912,54,25,64,75,30.0,0.5703703703703703,59,41.0,35,76,72,0.8140495867768596,74,76,72.0,72,66,0.0819672131147541,7,6,10.0,14,8,0.6106442577030812,36,64.0,45.0,68.0,0.5659163987138263,52,30,1728,1,0,14.968044565642789,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,53.4,73.4,73.6,9.0,0.0,0.0,0.0,1.0
22,73,71,80,1,15.250595321348806,9.210440366976515,188,80,67,53,60.0,67,42.0,77,72,71.0,0.6531645569620254,61,60,59,76,48.0,0.7160493827160493,70,68.0,58,73,73,0.5289256198347108,42,53,58.0,62,76,0.1100702576112412,12,14,9.0,14,8,0.7591036414565826,73,70.0,55.0,70.0,0.7202572347266882,72,65,1838,1,0,15.022149808220078,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,64.4,73.8,57.4,11.4,0.0,0.0,0.0,1.0
21,74,73,82,1,15.76142084987672,9.99884318585288,176,67,76,74,77.0,71,67.0,67,55,55.0,0.6607594936708862,69,67,30,75,66.0,0.7209876543209875,77,63.0,62,68,74,0.3636363636363636,47,35,31.0,42,40,0.1030444964871194,9,13,8.0,9,15,0.6190476190476191,71,67.0,66.0,59.0,0.5916398713826367,67,73,1786,1,0,15.818081763544518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,72.2,70.2,42.0,10.8,0.0,0.0,0.0,1.0
24,78,76,80,0,16.213405921671733,9.99884318585288,185,80,80,77,66.0,77,64.0,68,74,80.0,0.6658227848101267,38,82,64,58,67.0,0.637037037037037,78,60.0,47,45,80,0.0785123966942148,16,16,12.0,18,66,0.072599531615925,5,6,7.0,14,9,0.6442577030812325,82,62.0,67.0,78.0,0.7556270096463023,74,72,1731,1,0,14.145362428558853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,78.2,62.6,27.2,8.2,0.0,1.0,0.0,0.0
22,77,76,85,1,16.648723960844016,10.645448706505872,164,60,85,79,91.0,67,92.0,64,34,52.0,0.729113924050633,78,72,42,72,70.0,0.7703703703703703,84,68.0,67,65,80,0.2892561983471075,25,32,38.0,23,49,0.0866510538641686,10,11,5.0,12,9,0.5798319327731092,68,62.0,70.0,58.0,0.5209003215434083,78,67,1821,1,1,14.14577520811147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,79.6,68.6,30.4,9.4,0.0,0.0,0.0,1.0
20,72,70,80,1,15.009433329466964,9.61587214452889,187,75,66,67,64.0,67,67.0,69,72,74.0,0.539240506329114,56,32,67,68,36.0,0.528395061728395,61,52.0,39,50,64,0.7809917355371901,71,73,70.0,70,73,0.1100702576112412,15,8,9.0,11,14,0.6134453781512605,58,38.0,45.0,67.0,0.572347266881029,52,44,1722,1,0,16.176095405941247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,55.6,57.8,71.2,11.4,1.0,0.0,0.0,0.0
19,71,68,83,1,14.88022163978423,8.294299608857235,180,75,73,75,71.0,60,70.0,60,59,56.0,0.5265822784810127,48,58,38,71,39.0,0.6172839506172839,75,49.0,37,69,72,0.6528925619834711,55,65,63.0,60,50,0.1147540983606557,10,12,11.0,12,14,0.6890756302521008,66,72.0,63.0,60.0,0.4887459807073954,60,50,1743,1,0,15.601648714462245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,68.2,68.8,60.4,11.8,0.0,0.0,0.0,1.0
21,71,68,77,0,14.80876270134486,8.853808274977197,179,72,74,74,80.0,67,80.0,81,63,67.0,0.6506329113924051,64,64,53,72,50.0,0.6641975308641975,65,65.0,56,67,68,0.6983471074380165,64,66,64.0,68,75,0.0983606557377049,5,8,10.0,14,15,0.6974789915966386,64,67.0,40.0,67.0,0.7041800643086817,73,68,1911,1,0,14.142550641399485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,70.0,71.0,65.0,10.4,1.0,0.0,0.0,0.0
23,77,74,82,1,16.066802461833923,9.90353755128617,177,69,74,71,72.0,76,72.0,69,60,73.0,0.7316455696202532,48,75,70,73,69.0,0.711111111111111,76,68.0,58,62,76,0.1611570247933884,33,18,13.0,23,42,0.1077283372365339,13,8,13.0,11,11,0.6050420168067226,77,76.0,63.0,75.0,0.6945337620578778,73,74,1790,1,0,14.822431729380272,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,73.8,71.2,29.4,11.2,0.0,0.0,0.0,1.0
24,72,71,77,1,14.845130332288226,9.852246888342531,173,67,75,66,78.0,72,84.0,48,52,54.0,0.5797468354430381,71,49,41,75,39.0,0.6543209876543209,75,63.0,40,64,75,0.768595041322314,69,69,73.0,75,75,0.0655737704918032,6,13,7.0,7,5,0.6834733893557423,62,59.0,38.0,63.0,0.3344051446945338,51,32,1762,1,0,15.977804821093384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,63.2,64.2,67.6,7.6,1.0,0.0,0.0,0.0
24,72,71,76,1,14.845130332288226,9.798182590890704,183,74,83,89,67.0,69,63.0,74,67,69.0,0.6582278481012659,60,68,46,67,65.0,0.6469135802469135,73,62.0,47,60,72,0.3347107438016529,41,31,34.0,17,46,0.0983606557377049,9,11,9.0,12,11,0.5518207282913166,70,63.0,66.0,67.0,0.7138263665594855,77,68,1766,1,0,15.555158817126417,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,78.0,67.2,38.0,10.4,0.0,0.0,0.0,1.0
24,79,77,81,1,16.454567959008102,10.66897865021924,187,77,68,77,66.0,76,64.0,71,75,82.0,0.6303797468354431,72,44,76,74,29.0,0.5901234567901235,68,67.0,23,60,73,0.8636363636363636,78,79,77.0,78,75,0.0889929742388758,11,6,10.0,9,12,0.6610644257703081,53,58.0,37.0,66.0,0.5916398713826367,52,37,1837,1,0,16.71540116910297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61.8,67.2,77.4,9.6,1.0,0.0,0.0,0.0
23,72,71,78,0,15.150511887854474,9.680406499268877,179,78,81,77,85.0,58,84.0,63,60,62.0,0.6354430379746836,66,68,38,66,59.0,0.6444444444444444,79,68.0,41,49,76,0.4214876033057851,48,42,37.0,38,63,0.0819672131147541,8,12,5.0,6,14,0.6470588235294118,66,67.0,62.0,62.0,0.4790996784565917,61,36,1745,1,0,15.220141211677364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73.2,64.2,45.0,9.0,0.0,0.0,0.0,1.0
23,72,70,76,1,14.731801689838347,9.90353755128617,190,85,70,70,68.0,67,55.0,70,79,84.0,0.6734177215189874,51,70,75,64,52.0,0.6074074074074074,65,60.0,47,56,70,0.256198347107438,43,24,20.0,24,66,0.0608899297423887,12,5,5.0,6,8,0.6442577030812325,72,65.0,68.0,68.0,0.7684887459807075,72,67,1730,1,0,15.25186159789036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,69.4,65.0,38.0,7.2,0.0,1.0,0.0,0.0
24,76,75,81,1,15.955576839107596,10.043292972227004,181,74,77,74,70.0,72,69.0,81,72,80.0,0.7037974683544305,75,63,68,74,44.0,0.7086419753086419,73,69.0,49,73,75,0.7520661157024794,66,70,71.0,71,82,0.1217798594847775,14,13,14.0,13,8,0.8459383753501399,74,71.0,69.0,72.0,0.752411575562701,71,63,2028,1,0,15.599306213373612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,71.6,74.8,70.0,12.4,0.0,0.0,0.0,1.0
25,81,78,83,0,16.835935492889124,9.61587214452889,178,72,79,81,77.0,77,81.0,70,58,65.0,0.7316455696202532,65,76,49,82,63.0,0.8345679012345678,80,76.0,73,79,82,0.7396694214876034,64,71,69.0,72,59,0.1030444964871194,6,12,14.0,11,11,0.7927170868347339,72,79.0,66.0,75.0,0.6366559485530547,66,72,2057,1,0,15.808868869166291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,76.4,78.4,66.8,10.8,0.0,0.0,0.0,1.0
22,78,76,83,1,16.454567959008102,9.305741456739437,184,79,81,75,58.0,76,70.0,65,77,87.0,0.5797468354430381,66,35,71,73,30.0,0.6,77,43.0,35,65,75,0.8512396694214877,76,76,79.0,79,75,0.0843091334894613,9,13,8.0,8,8,0.7002801120448179,62,56.0,43.0,73.0,0.5241157556270097,44,23,1818,1,0,16.10690428765218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,62.4,66.8,77.4,9.2,1.0,0.0,0.0,0.0
24,75,74,79,0,15.607270193858982,10.165890277802454,184,75,83,84,72.0,70,68.0,78,65,77.0,0.6708860759493671,74,64,61,71,41.0,0.5876543209876542,74,59.0,30,54,73,0.7438016528925621,66,69,70.0,68,66,0.0960187353629976,15,8,10.0,7,11,0.7198879551820728,68,65.0,55.0,68.0,0.6559485530546625,65,52,1893,1,1,16.058887783064325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,74.0,68.2,67.6,10.2,1.0,0.0,0.0,0.0
25,74,72,76,1,14.88022163978423,10.62135173563291,188,76,53,64,68.0,69,55.0,66,79,77.0,0.4734177215189873,29,30,71,67,36.0,0.4641975308641974,59,28.0,26,63,64,0.7892561983471075,72,73,71.0,70,74,0.0866510538641686,5,12,12.0,6,12,0.5574229691876751,37,55.0,28.0,72.0,0.5144694533762058,43,28,1602,1,0,14.974995989374472,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,49.8,63.0,73.0,9.4,1.0,0.0,0.0,0.0
22,77,76,82,1,16.213405921671733,9.852246888342531,179,70,64,64,76.0,74,71.0,77,60,65.0,0.6607594936708862,68,55,58,79,47.0,0.7382716049382716,75,66.0,57,77,76,0.7727272727272727,73,73,66.0,76,75,0.0889929742388758,11,6,7.0,14,10,0.803921568627451,68,78.0,55.0,76.0,0.6045016077170418,61,58,1940,2,0,15.02636196386952,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,63.8,77.4,69.6,9.6,0.0,0.0,0.0,1.0
20,66,65,79,1,14.285514812209817,8.294299608857235,177,68,74,78,71.0,63,68.0,71,61,66.0,0.5240506329113924,66,39,51,62,35.0,0.6098765432098765,62,59.0,54,59,65,0.628099173553719,57,61,59.0,58,60,0.0866510538641686,13,8,9.0,9,8,0.5938375350140056,57,60.0,42.0,60.0,0.5562700964630225,63,45,1713,1,0,14.14577520811147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,63.2,63.4,59.2,9.4,1.0,0.0,0.0,0.0
23,77,75,81,1,16.012735246411598,9.90353755128617,178,63,81,77,80.0,76,77.0,67,62,70.0,0.7063291139240507,64,73,53,76,59.0,0.7160493827160493,80,63.0,58,62,79,0.3347107438016529,34,38,34.0,30,59,0.1077283372365339,7,15,11.0,13,10,0.6582633053221288,74,75.0,62.0,73.0,0.6302250803858522,69,61,1849,1,0,14.876844494884615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,76.0,71.8,39.6,11.2,0.0,0.0,0.0,1.0
22,72,71,80,0,15.250595321348806,9.472781556562168,170,68,80,75,87.0,63,90.0,60,51,63.0,0.6784810126582279,65,62,50,73,64.0,0.6962962962962962,75,66.0,56,66,71,0.3223140495867769,32,36,35.0,29,48,0.0936768149882904,14,8,12.0,8,8,0.5994397759103641,68,70.0,64.0,69.0,0.5466237942122187,71,58,1778,1,0,14.58246938805302,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,72.6,68.0,36.6,10.0,0.0,0.0,0.0,1.0
25,75,74,76,1,15.520258832020865,10.799595985047786,172,66,82,85,86.0,70,79.0,67,52,55.0,0.6683544303797468,74,67,29,73,67.0,0.802469135802469,76,82.0,78,68,73,0.3429752066115702,41,35,32.0,45,58,0.1124121779859484,14,9,12.0,11,12,0.6890756302521008,69,73.0,66.0,72.0,0.5755627009646302,68,70,1878,1,0,14.840086000414573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,75.6,70.8,41.0,11.6,0.0,0.0,0.0,1.0
23,74,73,79,1,15.38412668421143,9.210440366976515,178,66,85,82,84.0,71,76.0,76,54,64.0,0.6860759493670887,67,68,48,67,67.0,0.6987654320987654,75,70.0,50,66,74,0.359504132231405,34,44,34.0,38,56,0.0889929742388758,10,9,13.0,10,6,0.6330532212885154,71,69.0,57.0,70.0,0.6077170418006432,68,60,1823,1,0,14.150028994683735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,75.6,70.4,40.8,9.6,0.0,0.0,0.0,1.0
20,67,65,76,0,14.220976332738882,9.61587214452889,188,75,62,71,59.0,61,43.0,57,74,73.0,0.5063291139240507,58,32,65,61,30.0,0.4888888888888888,59,44.0,28,56,63,0.6942148760330579,64,65,64.0,62,62,0.0960187353629976,10,13,11.0,9,8,0.5350140056022409,50,46.0,36.0,59.0,0.4212218649517684,29,31,1556,1,0,14.891127782707056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,50.6,56.6,65.8,10.2,1.0,0.0,0.0,0.0
22,73,71,78,1,15.150511887854474,9.90353755128617,198,90,58,76,43.0,70,38.0,71,74,76.0,0.6962025316455697,46,68,71,74,62.0,0.6296296296296295,78,51.0,42,63,73,0.3347107438016529,32,44,30.0,35,60,0.0913348946135831,11,8,13.0,9,8,0.6666666666666666,71,72.0,65.0,73.0,0.7041800643086817,70,61,1723,1,0,15.540486964457008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,70.0,70.6,43.0,9.8,0.0,1.0,0.0,0.0
23,78,78,82,0,16.733281344102608,10.275085591132717,173,65,77,79,73.0,75,80.0,80,74,76.0,0.6253164556962026,75,45,59,74,40.0,0.6592592592592592,73,70.0,33,68,75,0.8429752066115703,76,78,75.0,76,77,0.0936768149882904,12,12,5.0,7,14,0.7450980392156863,69,64.0,45.0,70.0,0.7041800643086817,70,52,1958,1,0,16.103759876090805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,68.8,72.2,75.8,10.0,1.0,0.0,0.0,0.0
21,64,62,72,0,13.623139877437296,8.294299608857235,195,81,54,62,54.0,54,45.0,54,81,74.0,0.4025316455696202,33,29,64,51,28.0,0.3753086419753085,33,36.0,28,50,57,0.6363636363636364,57,63,59.0,58,68,0.1030444964871194,14,11,6.0,14,9,0.4817927170868347,31,40.0,40.0,53.0,0.4630225080385852,45,23,1425,1,0,14.142550641399485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,44.6,50.4,63.6,10.8,1.0,0.0,0.0,0.0
19,71,69,84,1,15.009433329466964,10.085850775128716,178,58,76,63,86.0,57,84.0,50,34,50.0,0.6531645569620254,59,60,48,72,65.0,0.7209876543209875,76,65.0,60,68,75,0.5082644628099173,42,56,50.0,49,39,0.0936768149882904,12,12,10.0,10,6,0.5826330532212886,60,69.0,56.0,65.0,0.427652733118971,67,65,1751,1,0,15.990503799960328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68.4,66.8,46.2,10.0,0.0,0.0,0.0,1.0
27,72,72,72,0,14.731801689838347,10.404293143019792,170,63,83,75,81.0,66,88.0,78,45,56.0,0.6683544303797468,73,64,43,68,62.0,0.7382716049382716,76,69.0,68,65,73,0.6363636363636364,59,61,59.0,61,65,0.0889929742388758,12,7,12.0,7,10,0.6862745098039216,65,67.0,52.0,68.0,0.562700964630225,64,65,1899,1,0,14.150028994683735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,72.4,70.2,57.0,9.6,0.0,0.0,0.0,1.0
25,79,77,81,0,16.52356082573315,10.434145214930489,188,89,89,93,58.0,69,55.0,66,88,94.0,0.7341772151898734,50,79,74,65,68.0,0.6296296296296295,76,59.0,55,42,75,0.1570247933884297,19,24,20.0,16,57,0.1124121779859484,13,11,11.0,11,12,0.5378151260504201,72,47.0,65.0,69.0,0.8713826366559485,80,76,1789,2,0,15.97656241017393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,83.4,59.0,33.4,11.6,0.0,1.0,0.0,0.0
21,67,66,75,1,14.45736497045232,8.987321812850125,172,64,91,88,90.0,64,84.0,51,34,58.0,0.6151898734177216,57,55,54,58,65.0,0.6419753086419753,72,66.0,59,45,70,0.1528925619834711,18,21,23.0,21,48,0.1053864168618267,11,13,5.0,15,11,0.5322128851540616,62,61.0,63.0,71.0,0.4019292604501608,63,52,1648,1,0,14.145362428558853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,73.8,57.0,23.4,11.0,0.0,0.0,0.0,1.0
20,64,63,75,1,13.997832948091215,8.294299608857235,170,69,84,79,82.0,59,81.0,62,32,43.0,0.4734177215189873,55,51,31,59,37.0,0.5555555555555555,68,50.0,39,54,66,0.5909090909090909,54,57,57.0,51,40,0.1053864168618267,13,13,11.0,8,10,0.5154061624649859,54,53.0,51.0,63.0,0.3472668810289389,55,49,1608,1,0,14.145362428558853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1,67.4,58.8,50.2,11.0,0.0,0.0,0.0,1.0
22,75,73,81,1,15.76142084987672,10.59665973278358,185,77,78,77,73.0,70,71.0,64,70,83.0,0.7215189873417722,54,75,74,70,58.0,0.6148148148148148,72,54.0,46,56,73,0.1115702479338843,19,14,19.0,17,49,0.1053864168618267,8,15,12.0,8,12,0.5770308123249299,73,61.0,71.0,66.0,0.7234726688102895,73,68,1737,1,1,15.620620611544362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,75.0,64.8,27.8,11.0,0.0,1.0,0.0,0.0
23,76,74,81,1,15.894952224644102,9.90353755128617,190,80,72,80,59.0,73,58.0,71,78,80.0,0.4658227848101265,36,30,67,64,33.0,0.5308641975308641,60,51.0,32,61,63,0.8305785123966942,78,74,74.0,76,70,0.0936768149882904,5,12,13.0,10,10,0.5798319327731092,27,55.0,44.0,73.0,0.617363344051447,61,35,1712,1,0,15.259685396540409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,60.6,62.8,76.0,10.0,1.0,0.0,0.0,0.0
24,76,75,78,1,15.830413711839864,10.714439990727769,179,75,81,82,77.0,70,68.0,74,61,64.0,0.6253164556962026,67,69,41,72,44.0,0.6716049382716048,79,63.0,40,68,74,0.4793388429752067,42,59,40.0,51,66,0.0772833723653395,6,8,9.0,14,6,0.6750700280112044,73,72.0,44.0,64.0,0.6366559485530547,70,62,1816,1,0,16.276204072911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,76.2,72.0,50.6,8.6,0.0,0.0,0.0,1.0
24,73,71,76,1,14.77102238760702,9.741027444837728,186,85,63,69,66.0,70,65.0,65,73,79.0,0.5949367088607596,49,44,75,72,41.0,0.5975308641975308,62,42.0,49,70,71,0.7438016528925621,64,74,67.0,68,79,0.0913348946135831,13,8,11.0,10,7,0.6834733893557423,49,65.0,48.0,64.0,0.6141479099678457,58,49,1795,1,0,15.71977922623409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,59.2,68.6,69.2,9.8,1.0,0.0,0.0,0.0
20,67,65,78,0,14.346139397261563,9.105090961257083,171,65,65,65,83.0,60,89.0,38,34,43.0,0.6050632911392405,61,58,49,68,49.0,0.6567901234567901,74,54.0,56,65,69,0.5495867768595042,47,54,57.0,31,49,0.0796252927400468,8,10,8.0,7,11,0.5462184873949579,62,64.0,54.0,65.0,0.2636655948553054,57,43,1642,1,0,14.145362428558853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,63.8,60.8,44.6,8.8,0.0,0.0,0.0,1.0
22,76,74,81,1,15.955576839107596,9.61587214452889,181,74,78,73,80.0,72,74.0,83,73,76.0,0.6860759493670887,68,63,56,75,55.0,0.7333333333333333,74,68.0,58,72,77,0.7438016528925621,63,73,69.0,67,74,0.1007025761124121,13,15,8.0,6,11,0.7871148459383753,74,73.0,58.0,74.0,0.7363344051446945,64,66,2009,1,0,15.558072271802668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,70.4,76.0,69.0,10.6,0.0,0.0,0.0,1.0
21,73,72,81,0,15.424948670398354,8.987321812850125,172,68,66,69,77.0,68,79.0,81,65,61.0,0.5518987341772152,53,56,48,75,32.0,0.5728395061728394,68,37.0,36,73,70,0.756198347107438,66,73,69.0,67,67,0.1030444964871194,9,10,8.0,14,13,0.6890756302521008,62,70.0,45.0,65.0,0.5916398713826367,56,54,1797,1,0,14.150028994683735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,63.0,73.8,68.0,10.8,0.0,0.0,0.0,1.0
22,73,71,80,1,15.250595321348806,9.305741456739437,187,78,77,73,69.0,62,64.0,81,72,80.0,0.708860759493671,62,75,69,63,57.0,0.619753086419753,75,53.0,45,55,75,0.2809917355371901,30,33,30.0,30,55,0.072599531615925,9,10,8.0,7,7,0.5686274509803921,74,54.0,55.0,62.0,0.7202572347266882,74,50,1733,1,0,15.051074723031618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,74.8,65.6,39.0,8.2,0.0,1.0,0.0,0.0
23,74,72,79,1,15.29711532616119,10.491301994830229,188,84,76,80,69.0,68,55.0,68,78,83.0,0.4430379746835443,35,20,70,65,31.0,0.4320987654320987,41,40.0,29,54,63,0.7768595041322315,70,72,71.0,70,75,0.072599531615925,8,7,8.0,10,8,0.5518207282913166,35,45.0,37.0,65.0,0.5659163987138263,45,35,1621,1,0,15.34753290600906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,52.4,59.0,72.2,8.2,1.0,0.0,0.0,0.0
21,76,74,83,1,16.066802461833923,10.59665973278358,170,62,80,75,82.0,71,86.0,62,49,56.0,0.6683544303797468,60,73,43,73,61.0,0.7135802469135802,76,65.0,53,69,78,0.4338842975206611,49,49,32.0,39,42,0.0866510538641686,14,5,8.0,10,10,0.5910364145658263,75,71.0,49.0,73.0,0.5305466237942122,66,65,1796,1,0,15.479193387679228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,74.0,70.6,43.6,9.4,0.0,0.0,0.0,1.0
22,72,70,76,0,14.648420115681892,8.987321812850125,188,77,66,55,65.0,69,64.0,74,75,75.0,0.5518987341772152,65,25,67,72,35.0,0.5728395061728394,60,48.0,38,76,62,0.768595041322314,69,70,72.0,72,65,0.1147540983606557,15,11,11.0,8,14,0.5854341736694678,31,70.0,36.0,68.0,0.6077170418006432,64,34,1733,1,0,14.150079333729549,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,54.0,70.8,71.6,11.8,0.0,0.0,0.0,1.0
22,71,71,79,0,15.201805169084134,9.99884318585288,182,72,77,79,68.0,69,65.0,75,57,71.0,0.6405063291139241,67,54,63,67,48.0,0.637037037037037,68,57.0,61,58,66,0.7272727272727273,66,68,67.0,66,63,0.0983606557377049,7,8,11.0,11,15,0.6442577030812325,59,60.0,47.0,66.0,0.5980707395498392,59,57,1834,1,0,14.646934413962308,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67.4,65.2,64.8,10.4,1.0,0.0,0.0,0.0
23,65,62,68,1,13.34550852871726,8.517393171418904,188,89,75,86,66.0,59,69.0,62,80,79.0,0.5797468354430381,49,64,59,59,44.0,0.4543209876543209,61,35.0,32,44,64,0.1115702479338843,24,11,17.0,25,36,0.0843091334894613,9,11,8.0,11,7,0.4509803921568627,59,55.0,51.0,56.0,0.6270096463022508,59,48,1518,1,0,14.144850341401751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,69.0,56.8,31.4,9.2,0.0,1.0,0.0,0.0
22,74,72,82,0,15.404745967162468,9.852246888342531,185,79,65,68,62.0,68,66.0,50,72,78.0,0.5341772151898735,42,39,73,69,34.0,0.5061728395061728,55,48.0,32,58,64,0.8140495867768596,72,76,74.0,68,67,0.1053864168618267,9,13,9.0,12,12,0.5574229691876751,38,44.0,47.0,60.0,0.5305466237942122,61,37,1682,1,0,15.236770684275164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,57.6,57.0,72.4,11.0,1.0,0.0,0.0,0.0
